"anio","mes","partida_ejecucion_mensual","ejecucion_mensual_millones_pesos_constantes"
"2002","12","Pensiones no contributivas por invalidez con bonos","14111.4871913961"
"2002","12","Pensiones no contributivas por vejez sin bonos","7409.90681684191"
"2002","12","Pensiones no contributivas por vejez con bonos","7409.90681684191"
"2002","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","14594.7723405207"
"2002","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","14594.7723405207"
"2002","12","Abordaje territorial","44017.1363083179"
"2002","12","Economía social","119.967595377827"
"2002","12","Asistencia a la actividad cooperativa y mutual","117.018943827275"
"2002","12","Programa social agropecuario","2102.59609494768"
"2002","12","Acciones de empleo","-617.815495246545"
"2002","12","Acciones de capacitación laboral","151.678489259305"
"2002","12","Jefes de hogar","380815.480970439"
"2003","1","Pensiones no contributivas por invalidez sin bonos","9311.38967542901"
"2003","1","Pensiones no contributivas por invalidez con bonos","9311.38967542901"
"2003","1","Pensiones no contributivas por vejez sin bonos","4932.26483477547"
"2003","1","Pensiones no contributivas por vejez con bonos","4932.26483477547"
"2003","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","9637.47965539268"
"2003","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","9637.47965539268"
"2003","1","Políticas alimentarias","0"
"2003","1","Abordaje territorial","0"
"2003","1","Economía social","0"
"2003","1","Asistencia a la actividad cooperativa y mutual","0"
"2003","1","Programa social agropecuario","0"
"2003","1","Programa de empleo comunitario",
"2003","1","Acciones de empleo","0.593447412431648"
"2003","1","Acciones de capacitación laboral","0"
"2003","1","Jefes de hogar","0"
"2003","2","Pensiones no contributivas por invalidez sin bonos","9259.91548576094"
"2003","2","Pensiones no contributivas por invalidez con bonos","9259.91548576094"
"2003","2","Pensiones no contributivas por vejez sin bonos","4904.46652401374"
"2003","2","Pensiones no contributivas por vejez con bonos","4904.46652401374"
"2003","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","9603.52832973412"
"2003","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","9603.52832973412"
"2003","2","Políticas alimentarias","0"
"2003","2","Abordaje territorial","578.124289242082"
"2003","2","Economía social","0"
"2003","2","Asistencia a la actividad cooperativa y mutual","92.8784423301966"
"2003","2","Programa social agropecuario","1838.35128439083"
"2003","2","Programa de empleo comunitario",
"2003","2","Acciones de empleo","27592.6363148655"
"2003","2","Acciones de capacitación laboral","68.4338886448551"
"2003","2","Jefes de hogar","669737.769432531"
"2003","3","Pensiones no contributivas por invalidez sin bonos","9270.04744080211"
"2003","3","Pensiones no contributivas por invalidez con bonos","9270.04744080211"
"2003","3","Pensiones no contributivas por vejez sin bonos","4875.94207157249"
"2003","3","Pensiones no contributivas por vejez con bonos","4875.94207157249"
"2003","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","9623.84997299536"
"2003","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","9623.84997299536"
"2003","3","Políticas alimentarias","0"
"2003","3","Abordaje territorial","1106.74988873189"
"2003","3","Economía social","336.394925829246"
"2003","3","Asistencia a la actividad cooperativa y mutual","191.235282319899"
"2003","3","Programa social agropecuario","1971.97070238241"
"2003","3","Programa de empleo comunitario",
"2003","3","Acciones de empleo","135730.050961029"
"2003","3","Acciones de capacitación laboral","218.301241863717"
"2003","3","Inclusión social","38613.5903862916"
"2003","3","Jefes de hogar","221609.577728048"
"2003","4","Pensiones no contributivas por invalidez sin bonos","9339.88815469091"
"2003","4","Pensiones no contributivas por invalidez con bonos","9339.88815469091"
"2003","4","Pensiones no contributivas por vejez sin bonos","4873.1769523712"
"2003","4","Pensiones no contributivas por vejez con bonos","4873.1769523712"
"2003","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","9678.76773910707"
"2003","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","9678.76773910707"
"2003","4","Políticas alimentarias","0"
"2003","4","Abordaje territorial","801.02484151019"
"2003","4","Economía social","0.221155300585167"
"2003","4","Asistencia a la actividad cooperativa y mutual","47.5483896258109"
"2003","4","Programa social agropecuario","136.045264415364"
"2003","4","Programa de empleo comunitario",
"2003","4","Acciones de empleo","60818.2939989115"
"2003","4","Acciones de capacitación laboral","247.720873370998"
"2003","4","Inclusión social","9237.62657399294"
"2003","4","Jefes de hogar","302841.032215745"
"2003","5","Pensiones no contributivas por invalidez sin bonos","9445.05258211121"
"2003","5","Pensiones no contributivas por invalidez con bonos","9445.05258211121"
"2003","5","Pensiones no contributivas por vejez sin bonos","4892.25073065048"
"2003","5","Pensiones no contributivas por vejez con bonos","4892.25073065048"
"2003","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","9774.26518725185"
"2003","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","9774.26518725185"
"2003","5","Políticas alimentarias","0"
"2003","5","Abordaje territorial","1100.21532723694"
"2003","5","Economía social","182.019990886065"
"2003","5","Asistencia a la actividad cooperativa y mutual","122.668217854561"
"2003","5","Programa social agropecuario","1192.76808492684"
"2003","5","Programa de empleo comunitario",
"2003","5","Acciones de empleo","210.842434574837"
"2003","5","Acciones de capacitación laboral","430.858351305367"
"2003","5","Inclusión social","-4125.3718915402"
"2003","5","Jefes de hogar","368247.437869035"
"2003","6","Pensiones no contributivas por invalidez sin bonos","14185.4976129405"
"2003","6","Pensiones no contributivas por invalidez con bonos","14185.4976129405"
"2003","6","Pensiones no contributivas por vejez sin bonos","7344.64821229707"
"2003","6","Pensiones no contributivas por vejez con bonos","7344.64821229707"
"2003","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","14693.9278505112"
"2003","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","14693.9278505112"
"2003","6","Políticas alimentarias","586.502845886171"
"2003","6","Abordaje territorial","976.912207278006"
"2003","6","Economía social","0"
"2003","6","Asistencia a la actividad cooperativa y mutual","75.9566071978199"
"2003","6","Programa social agropecuario","3580.43047182979"
"2003","6","Programa de empleo comunitario",
"2003","6","Acciones de empleo","194.475446380575"
"2003","6","Acciones de capacitación laboral","237.727842489567"
"2003","6","Inclusión social","9434.07796673843"
"2003","6","Jefes de hogar","371726.563667558"
"2003","7","Pensiones no contributivas por invalidez sin bonos","13802.0696277992"
"2003","7","Pensiones no contributivas por invalidez con bonos","13802.0696277992"
"2003","7","Pensiones no contributivas por vejez sin bonos","7149.35337576502"
"2003","7","Pensiones no contributivas por vejez con bonos","7149.35337576502"
"2003","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","14327.7923501534"
"2003","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","14327.7923501534"
"2003","7","Políticas alimentarias","0"
"2003","7","Abordaje territorial","360.822683497399"
"2003","7","Economía social","0"
"2003","7","Asistencia a la actividad cooperativa y mutual","96.0416955228631"
"2003","7","Programa social agropecuario","1017.94027861564"
"2003","7","Programa de empleo comunitario",
"2003","7","Acciones de empleo","0"
"2003","7","Acciones de capacitación laboral","497.337500002186"
"2003","7","Inclusión social","0"
"2003","7","Jefes de hogar","371556.619040612"
"2003","8","Pensiones no contributivas por invalidez sin bonos","13792.7649844859"
"2003","8","Pensiones no contributivas por invalidez con bonos","13792.7649844859"
"2003","8","Pensiones no contributivas por vejez sin bonos","7147.83288376678"
"2003","8","Pensiones no contributivas por vejez con bonos","7147.83288376678"
"2003","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","14339.0991768807"
"2003","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","14339.0991768807"
"2003","8","Políticas alimentarias","0"
"2003","8","Abordaje territorial","1465.53449610374"
"2003","8","Economía social","27.8122505698557"
"2003","8","Asistencia a la actividad cooperativa y mutual","96.2442101578687"
"2003","8","Programa social agropecuario","1828.67322393905"
"2003","8","Programa de empleo comunitario",
"2003","8","Acciones de empleo","28.6283714812097"
"2003","8","Acciones de capacitación laboral","114.265332086752"
"2003","8","Inclusión social","11833.5502128505"
"2003","8","Jefes de hogar","366325.703217108"
"2003","9","Pensiones no contributivas por invalidez sin bonos","13854.822182982"
"2003","9","Pensiones no contributivas por invalidez con bonos","13854.822182982"
"2003","9","Pensiones no contributivas por vejez sin bonos","7144.79383917334"
"2003","9","Pensiones no contributivas por vejez con bonos","7144.79383917334"
"2003","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","14373.1280863366"
"2003","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","14373.1280863366"
"2003","9","Políticas alimentarias","0"
"2003","9","Abordaje territorial","1505.86461622214"
"2003","9","Economía social","345.304709468844"
"2003","9","Asistencia a la actividad cooperativa y mutual","133.027523771379"
"2003","9","Programa social agropecuario","6237.46814216074"
"2003","9","Programa de empleo comunitario",
"2003","9","Acciones de empleo","0"
"2003","9","Acciones de capacitación laboral","369.286517274159"
"2003","9","Inclusión social","31625.408797249"
"2003","9","Jefes de hogar","366106.232590937"
"2003","10","Pensiones no contributivas por invalidez sin bonos","13820.1474868341"
"2003","10","Pensiones no contributivas por invalidez con bonos","13820.1474868341"
"2003","10","Pensiones no contributivas por vejez sin bonos","7103.01730598198"
"2003","10","Pensiones no contributivas por vejez con bonos","7103.01730598198"
"2003","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","14346.8678350593"
"2003","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","14346.8678350593"
"2003","10","Políticas alimentarias","0"
"2003","10","Abordaje territorial","1278.19533722671"
"2003","10","Economía social","19.6069554350063"
"2003","10","Asistencia a la actividad cooperativa y mutual","54.0933064865347"
"2003","10","Programa social agropecuario","790.159644677921"
"2003","10","Programa de empleo comunitario",
"2003","10","Acciones de empleo","3.13412380342103"
"2003","10","Acciones de capacitación laboral","592.404982290466"
"2003","10","Inclusión social","19867.2433838943"
"2003","10","Jefes de hogar","363621.401921281"
"2003","11","Pensiones no contributivas por invalidez sin bonos","13813.9091782323"
"2003","11","Pensiones no contributivas por invalidez con bonos","13813.9091782323"
"2003","11","Pensiones no contributivas por vejez sin bonos","7085.54677852524"
"2003","11","Pensiones no contributivas por vejez con bonos","7085.54677852524"
"2003","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","14344.3792450696"
"2003","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","14344.3792450696"
"2003","11","Políticas alimentarias","0"
"2003","11","Abordaje territorial","2196.63943422305"
"2003","11","Economía social","0"
"2003","11","Asistencia a la actividad cooperativa y mutual","48.7274600337105"
"2003","11","Programa social agropecuario","2008.08153347458"
"2003","11","Programa de empleo comunitario",
"2003","11","Acciones de empleo","0"
"2003","11","Acciones de capacitación laboral","567.843743483617"
"2003","11","Inclusión social","-9.53718856908444"
"2003","11","Jefes de hogar","230488.34822566"
"2003","12","Pensiones no contributivas por invalidez sin bonos","20682.6285945555"
"2003","12","Pensiones no contributivas por invalidez con bonos","20682.6285945555"
"2003","12","Pensiones no contributivas por vejez sin bonos","10605.9604479398"
"2003","12","Pensiones no contributivas por vejez con bonos","10605.9604479398"
"2003","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","21496.9329584327"
"2003","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","21496.9329584327"
"2003","12","Políticas alimentarias","625.423562316974"
"2003","12","Abordaje territorial","2861.23070495303"
"2003","12","Economía social","1043.94258676729"
"2003","12","Asistencia a la actividad cooperativa y mutual","160.279808626733"
"2003","12","Programa social agropecuario","4079.66754967382"
"2003","12","Programa de empleo comunitario",
"2003","12","Acciones de empleo","6.24011321562229"
"2003","12","Acciones de capacitación laboral","5241.06110238203"
"2003","12","Inclusión social","34142.6289369475"
"2003","12","Jefes de hogar","455849.555900579"
"2004","1","Pensiones no contributivas por invalidez sin bonos","14984.3771528192"
"2004","1","Pensiones no contributivas por invalidez con bonos","14984.3771528192"
"2004","1","Pensiones no contributivas por vejez sin bonos","9422.49411283535"
"2004","1","Pensiones no contributivas por vejez con bonos","9422.49411283535"
"2004","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","15601.0889162885"
"2004","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","15601.0889162885"
"2004","1","Políticas alimentarias","0"
"2004","1","Abordaje territorial","640.905103622426"
"2004","1","Economía social","0"
"2004","1","Asistencia a la actividad cooperativa y mutual","49.5426760814047"
"2004","1","Programa social agropecuario","1613.67184476272"
"2004","1","Monotributo social","0"
"2004","1","Programa de empleo comunitario","0"
"2004","1","Acciones de empleo","35103.4593248283"
"2004","1","Acciones de capacitación laboral","0"
"2004","1","Inclusión social","0"
"2004","1","Jefes de hogar","242420.186101245"
"2004","2","Pensiones no contributivas por invalidez sin bonos","15028.1007886708"
"2004","2","Pensiones no contributivas por invalidez con bonos","15028.1007886708"
"2004","2","Pensiones no contributivas por vejez sin bonos","9413.29117453622"
"2004","2","Pensiones no contributivas por vejez con bonos","9413.29117453622"
"2004","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","15622.9394200287"
"2004","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","15622.9394200287"
"2004","2","Políticas alimentarias","1291.42219568585"
"2004","2","Abordaje territorial","1901.28638085728"
"2004","2","Economía social","93.4315467803542"
"2004","2","Asistencia a la actividad cooperativa y mutual","49.4942878111982"
"2004","2","Programa social agropecuario","1612.0946852109"
"2004","2","Monotributo social","0"
"2004","2","Programa de empleo comunitario","0"
"2004","2","Acciones de empleo","38741.3599526914"
"2004","2","Acciones de capacitación laboral","285.058291420506"
"2004","2","Inclusión social","466.511609263265"
"2004","2","Jefes de hogar","363014.975721456"
"2004","3","Pensiones no contributivas por invalidez sin bonos","14948.2152762175"
"2004","3","Pensiones no contributivas por invalidez con bonos","14948.2152762175"
"2004","3","Pensiones no contributivas por vejez sin bonos","9357.15088043011"
"2004","3","Pensiones no contributivas por vejez con bonos","9357.15088043011"
"2004","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","15557.8047592828"
"2004","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","15557.8047592828"
"2004","3","Políticas alimentarias","1390.69691856503"
"2004","3","Abordaje territorial","2835.40095595885"
"2004","3","Economía social","1903.32835430116"
"2004","3","Asistencia a la actividad cooperativa y mutual","197.402221349088"
"2004","3","Programa social agropecuario","5336.22621969939"
"2004","3","Monotributo social","0"
"2004","3","Programa de empleo comunitario","33364.0368299952"
"2004","3","Acciones de empleo","2385.96196518824"
"2004","3","Acciones de capacitación laboral","213.65894550547"
"2004","3","Inclusión social","84768.2454719075"
"2004","3","Jefes de hogar","301018.063025515"
"2004","4","Pensiones no contributivas por invalidez sin bonos","14939.2431362505"
"2004","4","Pensiones no contributivas por invalidez con bonos","14939.2431362505"
"2004","4","Pensiones no contributivas por vejez sin bonos","9278.01111846264"
"2004","4","Pensiones no contributivas por vejez con bonos","9278.01111846264"
"2004","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","15533.5702039927"
"2004","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","15533.5702039927"
"2004","4","Políticas alimentarias","0"
"2004","4","Abordaje territorial","1186.40724299885"
"2004","4","Economía social","0"
"2004","4","Asistencia a la actividad cooperativa y mutual","146.949660342992"
"2004","4","Programa social agropecuario","3486.03208842865"
"2004","4","Monotributo social","0"
"2004","4","Programa de empleo comunitario","32525.1620664054"
"2004","4","Acciones de empleo","240.053532735488"
"2004","4","Acciones de capacitación laboral","217.840493363009"
"2004","4","Inclusión social","12150.3840639571"
"2004","4","Jefes de hogar","295684.683975384"
"2004","5","Pensiones no contributivas por invalidez sin bonos","15040.173898286"
"2004","5","Pensiones no contributivas por invalidez con bonos","15040.173898286"
"2004","5","Pensiones no contributivas por vejez sin bonos","9222.83770989762"
"2004","5","Pensiones no contributivas por vejez con bonos","9222.83770989762"
"2004","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","15650.0107091766"
"2004","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","15650.0107091766"
"2004","5","Políticas alimentarias","2423.27875661586"
"2004","5","Abordaje territorial","1262.73717191571"
"2004","5","Economía social","576.6572503182"
"2004","5","Asistencia a la actividad cooperativa y mutual","58.6435681457697"
"2004","5","Programa social agropecuario","2761.57893631897"
"2004","5","Monotributo social","0"
"2004","5","Programa de empleo comunitario","32138.9677742729"
"2004","5","Acciones de empleo","263.224321239019"
"2004","5","Acciones de capacitación laboral","209.659925842691"
"2004","5","Inclusión social","19990.1939663669"
"2004","5","Jefes de hogar","294516.09204046"
"2004","6","Pensiones no contributivas por invalidez sin bonos","24595.4018082434"
"2004","6","Pensiones no contributivas por invalidez con bonos","24595.4018082434"
"2004","6","Pensiones no contributivas por vejez sin bonos","14883.3449637305"
"2004","6","Pensiones no contributivas por vejez con bonos","14883.3449637305"
"2004","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","25869.6689880081"
"2004","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","25869.6689880081"
"2004","6","Políticas alimentarias","2255.54336272678"
"2004","6","Abordaje territorial","1444.64205919271"
"2004","6","Economía social","3025.56572687013"
"2004","6","Asistencia a la actividad cooperativa y mutual","73.6969565044476"
"2004","6","Programa social agropecuario","4700.71589833485"
"2004","6","Monotributo social","0"
"2004","6","Programa de empleo comunitario","31905.8055041331"
"2004","6","Acciones de empleo","-3613.42742700075"
"2004","6","Acciones de capacitación laboral","881.555962847133"
"2004","6","Inclusión social","21711.6535489854"
"2004","6","Jefes de hogar","280388.514341707"
"2004","7","Pensiones no contributivas por invalidez sin bonos","16774.0041118842"
"2004","7","Pensiones no contributivas por invalidez con bonos","16774.0041118842"
"2004","7","Pensiones no contributivas por vejez sin bonos","9876.64135160714"
"2004","7","Pensiones no contributivas por vejez con bonos","9876.64135160714"
"2004","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","17568.673884636"
"2004","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","17568.673884636"
"2004","7","Políticas alimentarias","0"
"2004","7","Abordaje territorial","788.507474700445"
"2004","7","Economía social","660.06025215302"
"2004","7","Asistencia a la actividad cooperativa y mutual","92.7519353483903"
"2004","7","Programa social agropecuario","1865.05169998837"
"2004","7","Monotributo social","0"
"2004","7","Programa de empleo comunitario","31560.7959009307"
"2004","7","Acciones de empleo","-1402.34602251174"
"2004","7","Acciones de capacitación laboral","58.3248833053487"
"2004","7","Inclusión social","21876.5407190231"
"2004","7","Jefes de hogar","278051.651657474"
"2004","8","Pensiones no contributivas por invalidez sin bonos","16999.9040870203"
"2004","8","Pensiones no contributivas por invalidez con bonos","16999.9040870203"
"2004","8","Pensiones no contributivas por vejez sin bonos","9842.72385723424"
"2004","8","Pensiones no contributivas por vejez con bonos","9842.72385723424"
"2004","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","17962.2311694885"
"2004","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","17962.2311694885"
"2004","8","Políticas alimentarias","1817.56749796983"
"2004","8","Abordaje territorial","851.308599144907"
"2004","8","Economía social","5001.39854145479"
"2004","8","Asistencia a la actividad cooperativa y mutual","61.4472132459984"
"2004","8","Programa social agropecuario","2078.25189071045"
